"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
1.5801223683834e-06,1.64092264921685e-63,1.08846552698793e-22,1.30314890660757e-39,1.29572394081271e-62,2.05294792199833e-23,1.86538357761137e-35,9.71690431084508e-108,5.39030070040697e-154,1.19105041879155e-41
5.16199794233273e-05,9.05421368663616e-88,3.0625818073008e-23,5.42442718939626e-36,1.04389256386536e-95,1.03470060821101e-22,9.22084300786929e-35,6.48961458832343e-59,5.49436673453128e-185,4.62998729664436e-35
5.12922319726796e-10,2.51934442931691e-85,2.08337075735977e-22,3.05513969007288e-33,2.09974088079991e-74,3.20301043637363e-38,4.61116240704727e-30,3.13119087959144e-122,3.09770683829882e-191,8.56662578143985e-35
9.96502261163564e-06,3.98437025145582e-66,1.14616597599877e-30,9.39594191438617e-35,4.22427377440048e-65,8.2445001274053e-29,1.47030791032721e-30,3.39084395205475e-139,1.99477173526205e-165,1.26395672150048e-26
3.91016651850757e-07,4.22379326247867e-90,4.09550547280623e-23,1.43823943786832e-34,4.81864162946528e-146,7.48554095279191e-29,2.34569858270049e-26,2.43020496041653e-93,2.91301043116325e-210,1.75254998626697e-39
0.000454686821411332,1.59521869186128e-88,9.32798202952894e-25,9.76613967637346e-36,8.76866241441427e-94,1.52314668690365e-29,3.42839858409986e-39,5.86195636127592e-168,1.42213393788618e-129,2.30065772813832e-31
1.28733141966189e-08,1.44098698982255e-94,3.32048349839102e-33,5.60353688891086e-47,1.55448823341014e-70,7.58846029518756e-26,1.72917277449223e-33,1.87712099369107e-166,2.78048163903088e-182,2.4069421140491e-40
5.93519649967237e-13,1.43037161047782e-73,1.02865968526712e-21,8.14060336799693e-39,1.13819898206203e-136,4.07891915534479e-37,1.00355538740857e-35,7.16555351514239e-101,2.25625482423895e-186,8.33490233266987e-56
1.59052320858547e-06,3.80959062025186e-94,4.62220535276512e-31,4.14643519386745e-24,1.23887503342296e-115,4.23290215207057e-33,8.56661821787443e-41,4.46203096062282e-150,9.35003410992223e-94,2.63661593485199e-30
1.49209732767225e-08,3.19443616673434e-75,2.02789990789016e-22,2.40904275721411e-37,5.75571476123981e-79,1.17913181245824e-26,9.51388537833226e-27,3.31273079356591e-130,2.02764099809325e-186,1.13270593491213e-55
7.38245271936489e-09,1.15387493396124e-87,6.09480440046098e-32,1.03239381761314e-38,1.26610852865429e-61,8.23701910434973e-24,2.27821132917248e-48,5.10587131802825e-143,1.50600536629738e-161,1.39118414700866e-49
2.87701461223424e-08,8.76183693849849e-95,8.22779156618003e-36,6.0241370006372e-35,5.6659614875927e-105,6.1995711907253e-30,8.01898183722126e-41,3.72555465232133e-172,1.44689340516569e-171,7.81326348763189e-35
7.00007848096813e-09,2.17735506566287e-84,1.34512531184829e-25,4.99523197715116e-41,3.3555311668171e-103,8.56582793578024e-21,5.65371985402512e-32,9.1086114321185e-111,2.56884201681851e-180,1.54732613692747e-31
7.97197593207307e-07,2.25149450760616e-95,8.77229684520144e-36,1.03701301584135e-37,1.0267505104046e-94,2.90852725997648e-31,8.6925158030218e-32,2.48203657665844e-135,9.10923949341686e-184,6.53105601102749e-48
8.93129210949977e-11,6.79201013725818e-98,3.23382347625892e-31,7.24569866254264e-51,2.73467372552854e-95,4.82816594351955e-23,2.92591487834016e-26,1.0767457464117e-131,9.13179328669283e-204,9.38062794805678e-46
1.41677039886681e-05,6.17577142442842e-85,1.52037049974162e-33,4.98529560969769e-32,1.91079015422241e-57,8.74825270142031e-22,2.55782825534817e-35,5.63026508254538e-171,7.10021529222733e-181,3.51714314401545e-52
0.000166182993380161,4.43065989792459e-85,8.02502245591969e-27,9.7325153469186e-38,7.10020797159796e-48,4.62873601884843e-22,1.94936418914824e-28,8.66376383752248e-122,1.09648506238131e-153,8.92404942701632e-32
2.82770881039203e-09,1.22884016973917e-84,4.05854350386328e-29,8.13931890670964e-45,3.51635799713441e-85,2.05109727735237e-32,9.79196132570424e-27,3.13710871141746e-122,5.02041947669748e-196,1.08245939825022e-40
4.19298977922704e-06,2.17509056095295e-92,2.91566038115761e-27,3.62493763418061e-36,2.05006144665164e-99,9.77170971765526e-33,3.57924126772118e-34,3.11170902821858e-136,5.11150430570316e-199,1.04432471000077e-31
1.10135232389725e-07,7.74654144791035e-96,5.34906181179993e-28,2.68962301674264e-40,7.629596769935e-52,1.4397331404819e-16,1.2213975566268e-27,2.00043942941844e-153,2.37591029980132e-175,3.21726322881161e-40
9.60389066868127e-07,4.88490163312977e-79,5.1919545460931e-33,4.31263721235318e-42,8.96681678565268e-78,7.29630229307227e-27,2.71809620331521e-32,1.02886837958161e-118,9.25230303543547e-196,7.56368807265596e-36
4.52211730704221e-06,2.884985064325e-87,1.07807228992352e-26,4.00055256968192e-38,9.4637757444977e-60,2.50986167674538e-23,1.46578203066402e-23,3.67019996457127e-118,1.92510061521532e-172,3.31209748639495e-33
4.17074452054405e-06,2.20386560705099e-72,8.81007307090789e-22,9.86010840536725e-38,1.50145138804006e-91,5.70436592858076e-23,7.78894635528332e-32,2.01543704939242e-93,1.64502748291537e-151,1.17428195327438e-45
6.95397780156444e-09,1.87801427878281e-96,1.96580515361029e-23,1.54174751024965e-40,5.90149859643173e-88,1.54054125329357e-34,1.49323859671528e-35,7.09885287281417e-142,3.99565161280089e-182,1.38377874568559e-51
1.95772893295341e-06,1.77620258027613e-87,1.56281582135923e-18,1.81673533633948e-43,1.42835885407595e-96,1.4134945509288e-21,1.36365547081897e-37,3.37439352960475e-110,2.94945189880404e-179,1.16407543194759e-35
0.00167778743741306,1.50932175262325e-71,3.11420935714555e-20,5.20723945032976e-34,3.38183895058458e-44,9.13075539220393e-26,1.58571587739625e-23,4.13959052189679e-122,1.07930429840535e-163,5.68802952095041e-31
0.00127316946109512,1.22083815034943e-78,2.76707507090253e-30,2.87717771313686e-36,7.55708718044474e-80,7.7433959342722e-31,1.18537942469908e-35,1.88150450389629e-139,1.07270617272732e-174,2.30736322300417e-37
0.000158556015545182,2.14273124255082e-71,9.3588526645996e-28,1.79002829428224e-38,1.03086969344273e-89,7.02136349990332e-30,3.26290359604267e-34,1.79054300279361e-98,1.02822582082926e-164,1.94353098661049e-40
0.00172833096478458,6.82874892979712e-75,2.35415259011496e-30,3.64943517327538e-39,3.54876925695861e-64,2.52948705703907e-32,4.83525131339639e-24,1.56327920976679e-153,2.71825931927659e-159,5.72471300211198e-38
1.18600227874801e-07,5.95416104935184e-84,1.09424138372143e-26,3.30466184677097e-31,4.32356678496744e-124,8.39712558611869e-35,1.11372830259539e-37,2.28227635796719e-150,3.25576316307987e-171,2.49604502284525e-48
4.48845147226662e-05,1.90475967010529e-81,2.60939002598201e-29,8.46713760318658e-35,6.36745948630753e-72,1.51635104159471e-24,2.49725166358351e-35,4.11983451365375e-119,1.87303728203199e-152,3.58058002902115e-27
0.000761721920458283,1.05631817086279e-84,2.80910519045337e-29,4.66714464732762e-39,2.45587648856047e-89,1.07086599262346e-31,2.43211599741478e-24,6.75570238700025e-143,1.99275291164968e-188,6.99092112131763e-40
6.47507767196354e-09,4.17868567075335e-90,4.52155059868329e-31,1.72369411858263e-39,4.88173444772113e-77,7.15250961933501e-25,1.69885362055493e-36,6.20325779073212e-121,1.43452864446884e-188,1.73282109359354e-45
8.84264068778426e-09,1.22319268680662e-101,7.64771142135657e-41,1.4978176136089e-37,2.38579476070874e-97,2.48229506296172e-24,1.53301429380008e-39,2.56029006196952e-156,4.14805581253927e-173,1.73252034890376e-41
